aX,aY,aZ,gX,gY,gZ,Roll,Pitch
-0.919,0.15,-0.226,-1.282,12.634,3.174,11.941,-65.985
-0.964,0.167,-0.234,9.155,5.554,0.488,10.67,-68.698
-0.938,0.14,-0.212,-1.343,1.709,1.038,9.706,-71.545
-0.931,0.197,-0.167,8.728,-8.301,-3.845,9.644,-74.177
-0.902,0.231,-0.249,16.357,-34.424,-13.184,10.854,-73.121
-0.858,0.195,-0.481,17.029,-38.025,-19.958,11.372,-69.643
-0.794,0.392,-0.518,13.977,-26.428,-12.512,15.108,-63.445
-0.736,0.269,-0.539,24.963,-21.973,-12.512,16.192,-57.55
-0.703,0.358,-0.562,-0.549,-28.32,-17.639,18,-51.876
-0.645,0.44,-0.631,6.47,-20.02,-17.151,21.772,-47.024
-0.565,0.525,-0.65,7.935,-19.043,-11.047,24.078,-42.756
-0.493,0.488,-0.708,14.343,-21.606,-13.55,27.312,-37.558
-0.451,0.541,-0.643,5.249,-25.635,-10.864,30.37,-33.118
-0.385,0.494,-0.762,16.724,-24.719,-13.672,31.43,-28.841
-0.284,0.602,-0.769,4.15,-21.851,-17.273,32.758,-24.24
-0.197,0.621,-0.754,9.949,-23.01,-18.921,35.118,-19.592
-0.127,0.611,-0.764,7.385,-22.156,-17.883,35.988,-14.497
0.003,0.67,-0.666,-11.475,-32.776,-24.597,39.725,-8.867
0.097,0.649,-0.756,28.137,-34.302,-38.208,40.871,-3.283
0.292,0.675,-0.743,-13.123,-31.616,-29.48,41.543,3.88
0.36,0.722,-0.695,10.071,-23.56,-18.494,42.574,10.805
0.422,0.612,-0.661,10.315,-18.005,-15.32,40.745,16.713
0.486,0.677,-0.621,-2.747,-17.273,-8.179,40.582,22.207
0.539,0.515,-0.622,11.047,-14.832,-13.062,38.584,26.515
0.622,0.585,-0.585,0.488,-15.93,-15.259,36.418,30.965
0.642,0.576,-0.523,0.977,-15.686,-17.517,35.64,34.546
0.674,0.556,-0.511,0.488,-8.85,-11.78,33.751,38.075
0.711,0.504,-0.538,3.418,-13.123,-13.916,33.037,40.548
0.748,0.444,-0.49,8.85,-12.329,-6.165,31.035,43.452
0.779,0.442,-0.444,-2.014,-4.028,-1.831,28.91,46.351
0.797,0.442,-0.444,3.662,-5.859,-2.869,27.028,48.871
0.803,0.44,-0.417,6.287,-1.526,-1.953,26.115,51.139
0.807,0.403,-0.401,3.235,-10.986,-7.629,25.538,52.689
0.829,0.39,-0.401,2.197,-0.488,0.244,24.724,53.877
0.833,0.429,-0.383,7.507,-0.793,0.305,24.525,54.779
aX,aY,aZ,gX,gY,gZ,Roll,Pitch
0.823,0.418,-0.383,5.737,0.854,0.977,24.209,55.414
0.811,0.402,-0.372,-11.414,2.93,-2.014,24.253,55.693
0.822,0.394,-0.429,1.282,0.549,-1.404,24.269,55.382
0.819,0.388,-0.393,-1.465,1.831,1.465,23.79,55.538
0.819,0.455,-0.43,3.967,8.118,8.423,24.18,54.807
0.776,0.432,-0.449,-5.188,12.268,11.169,24.556,53.631
0.756,0.461,-0.474,3.113,15.137,11.047,25.638,52.158
0.713,0.503,-0.559,-3.296,25.391,18.738,27.147,49.01
0.629,0.502,-0.6,-3.418,32.349,26.306,28.146,45.553
0.561,0.506,-0.627,-7.446,23.682,17.883,29.466,41.543
0.502,0.56,-0.66,-1.038,16.052,8.789,31.118,36.872
0.443,0.583,-0.757,-3.54,24.719,15.625,32.326,32.054
0.343,0.568,-0.797,-0.366,39.307,24.353,33.182,27.155
0.228,0.534,-0.803,5.493,42.542,25.94,33.615,21.958
0.107,0.58,-0.856,-8.972,46.265,28.137,33.649,15.916
-0.059,0.553,-0.81,-8.789,50.11,27.832,33.916,8.888
-0.206,0.517,-0.82,4.211,47.058,27.588,33.583,1.013
-0.356,0.485,-0.791,-5.798,46.082,28.32,32.777,-7.499
-0.493,0.433,-0.71,-1.038,45.288,24.536,30.9,-16.724
-0.596,0.401,-0.679,-5.005,39.063,23.437,28.213,-25.155
-0.691,0.323,-0.601,-2.136,36.316,20.081,25.112,-33.483
-0.761,0.335,-0.496,26.733,37.048,16.663,22.784,-41.231
-0.818,0.235,-0.463,-10.132,27.405,3.784,19.603,-47.936
