aX,aY,aZ,gX,gY,gZ,Roll,Pitch
-0.947,-0.066,-0.221,0.183,-3.235,0.122,-2.007,-77.112
-0.979,-0.010,-0.221,0.488,0.000,3.235,-2.626,-76.839
-0.928,-0.037,-0.232,0.000,-1.343,0.793,-1.753,-77.109
-0.940,-0.003,-0.190,-2.625,-4.639,1.343,-1.698,-77.064
-0.859,-0.159,-0.144,9.766,-50.354,20.996,-3.148,-77.623
-0.682,-0.072,-0.473,-22.888,-109.680,37.170,-4.337,-72.522
-0.422,-0.313,-0.662,-41.077,-126.282,47.424,-9.537,-61.631
-0.018,-0.495,-0.998,-20.508,-135.986,56.702,-18.991,-38.359
0.209,-0.565,-1.069,7.507,-109.619,44.861,-23.448,-14.576
0.414,-0.482,-0.966,19.470,-79.102,25.757,-26.629,2.520
0.647,-0.381,-0.751,-3.540,-69.275,25.391,-25.754,16.435
0.754,-0.289,-0.699,4.883,-50.781,16.968,-23.079,27.521
0.820,-0.285,-0.630,6.287,-34.058,12.573,-19.640,38.044
0.835,-0.251,-0.549,5.066,-15.137,10.742,-16.645,46.585
0.903,-0.179,-0.431,9.033,-17.822,2.441,-13.959,52.763
0.912,-0.220,-0.480,11.841,-14.893,3.906,-12.983,56.596
0.905,-0.200,-0.424,6.104,-1.282,-2.197,-11.917,59.839
0.913,-0.180,-0.410,7.080,-5.432,0.244,-10.928,62.269

0.893,-0.160,-0.429,12.878,0.000,-0.977,-10.698,62.308
0.892,-0.196,-0.449,13.367,2.502,0.671,-10.451,62.638
0.894,-0.180,-0.454,7.935,1.343,0.854,-10.171,62.315
0.913,-0.198,-0.461,3.601,2.136,2.563,-10.363,61.646
0.872,-0.131,-0.470,-2.930,6.714,2.563,-9.954,61.178
0.872,-0.214,-0.578,7.080,19.531,1.404,-10.102,59.503
0.813,-0.115,-0.697,-3.967,64.392,-4.639,-9.088,56.447
0.713,-0.205,-0.855,11.841,97.046,-6.226,-9.042,50.631
0.477,-0.203,-0.922,9.460,99.426,-7.507,-9.965,42.490
0.229,-0.083,-0.996,11.292,99.365,-8.972,-8.352,32.369
-0.051,-0.185,-1.021,10.071,112.549,-10.315,-9.511,19.550
-0.375,-0.174,-0.939,18.860,119.080,-12.451,-9.417,4.070
-0.601,-0.007,-0.594,-8.118,117.737,-11.658,-7.042,-12.569
-0.814,-0.085,-0.511,4.272,90.210,-15.198,-7.186,-30.718
-0.868,-0.047,0.074,-12.329,53.955,-4.822,-5.403,-53.112
-0.987,0.115,-0.125,-5.859,-1.709,0.549,-0.393,-70.520
-0.948,0.042,-0.212,-6.042,-2.686,5.676,0.391,-77.909
-0.968,-0.023,-0.243,8.545,0.122,3.418,1.312,-82.239
-0.941,0.058,-0.194,-1.831,1.282,3.174,2.807,-78.272
-0.958,-0.036,-0.219,4.761,-1.282,2.808,0.593,-77.158
-0.947,0.035,-0.203,2.319,-0.977,0.977,0.494,-77.292
-0.956,-0.012,-0.200,-1.770,0.610,1.892,0.653,-77.864
-0.959,-0.010,-0.192,3.967,-1.221,1.526,-0.349,-77.959
-0.938,0.054,-0.190,2.319,-5.188,1.770,0.987,-78.287
-0.848,0.008,-0.088,10.498,-38.330,15.320,0.602,-79.724
-0.815,-0.031,-0.360,-5.127,-83.008,20.691,0.329,-76.879
-0.501,-0.120,-0.546,-4.150,-133.606,34.424,-1.537,-69.066
-0.177,-0.076,-0.823,-62.988,-154.663,43.396,-4.232,-51.978
0.222,-0.286,-1.043,-35.950,-119.812,31.555,-9.554,-24.258
0.401,-0.294,-0.900,-12.878,-86.182,20.081,-13.185,-0.913
0.597,-0.411,-0.891,16.418,-75.867,17.883,-15.664,15.322
0.736,-0.276,-0.729,6.348,-61.707,17.212,-17.309,27.354
0.813,-0.203,-0.620,2.319,-40.527,10.376,-16.315,37.200
0.866,-0.180,-0.469,0.000,-35.583,7.141,-14.797,45.959
0.929,-0.204,-0.419,11.292,-36.560,5.127,-12.116,54.361
0.944,-0.140,-0.425,-3.174,-5.493,1.282,-10.205,59.828
0.950,-0.196,-0.307,-1.831,2.258,-1.587,-10.145,64.327
0.945,-0.190,-0.383,1.953,-4.456,1.648,-10.183,65.733

0.963,-0.148,-0.371,16.052,-2.441,-1.160,-9.386,66.771
0.922,-0.155,-0.374,4.333,1.404,0.549,-9.679,67.162
0.943,-0.116,-0.360,11.475,3.357,-1.831,-8.549,66.918
0.967,-0.194,-0.445,17.944,12.390,-0.427,-8.517,66.280
0.905,-0.173,-0.529,-6.042,25.574,4.333,-8.835,63.982
0.852,-0.117,-0.634,7.385,59.021,-0.305,-8.211,60.695
0.766,-0.150,-0.769,-6.348,83.252,-2.258,-8.545,54.821
0.596,-0.214,-0.947,23.926,104.126,-5.737,-8.758,46.568
0.327,-0.059,-1.052,26.245,119.812,-8.240,-7.238,36.415
-0.046,-0.076,-1.000,7.629,135.681,-6.531,-6.910,23.380
-0.318,-0.099,-0.808,1.282,128.357,-8.911,-6.621,8.306
-0.660,-0.029,-0.646,8.606,107.849,-13.245,-4.193,-11.195
-0.804,0.129,-0.370,-5.615,85.510,0.244,-1.266,-32.893
-0.891,-0.176,-0.033,3.723,70.801,-3.357,-3.057,-55.092
-0.944,0.110,-0.106,-4.395,-4.272,1.404,0.568,-70.690
-0.961,-0.052,-0.205,-3.906,-6.836,3.052,0.183,-78.774
-0.984,0.081,-0.191,6.958,2.136,2.991,-0.548,-81.918
-0.967,-0.019,-0.165,-2.869,0.000,5.188,1.758,-80.019
-0.954,-0.041,-0.237,2.869,-2.747,1.526,-0.454,-78.323
-0.969,0.062,-0.179,-2.197,0.916,2.808,1.197,-78.666
-0.983,-0.069,-0.196,5.493,-0.916,0.488,-0.979,-78.606
-0.950,0.068,-0.168,-2.808,-0.977,0.488,0.290,-78.554
-0.957,-0.050,-0.178,2.075,-9.094,3.662,0.169,-79.403
-0.886,0.088,-0.078,2.197,-44.983,13.306,0.570,-80.647
-0.813,-0.215,-0.500,1.953,-85.693,24.292,-1.664,-75.521
-0.591,-0.221,-0.638,5.005,-101.440,33.630,-6.425,-65.929
-0.304,-0.297,-0.876,4.700,-124.512,39.551,-10.950,-49.822
0.033,-0.452,-1.080,3.296,-124.939,35.645,-18.606,-26.803
0.284,-0.322,-0.996,6.592,-105.042,22.888,-19.539,-8.604
0.544,-0.332,-0.877,-9.277,-82.031,18.066,-19.902,7.780
0.703,-0.346,-0.774,-6.165,-76.355,19.043,-19.737,21.353
0.814,-0.215,-0.653,8.484,-56.824,14.404,-16.684,33.694
0.869,-0.257,-0.535,17.822,-34.729,9.155,-15.723,43.728
0.924,-0.162,-0.416,-5.493,-26.062,4.089,-13.507,52.151
0.942,-0.169,-0.376,-15.137,-12.512,3.418,-11.172,58.954
0.935,-0.200,-0.386,7.263,0.366,-0.061,-11.011,62.808
0.932,-0.189,-0.326,4.822,-2.747,-1.221,-10.156,65.927

0.926,-0.194,-0.406,15.747,-2.808,0.793,-10.597,65.877
0.923,-0.161,-0.386,3.357,-2.380,1.587,-10.513,65.696
0.930,-0.134,-0.368,1.648,3.906,0.977,-9.630,66.235
0.953,-0.129,-0.432,26.611,15.747,4.028,-8.663,65.401
0.883,-0.196,-0.654,15.808,54.138,-1.709,-8.555,62.231
0.814,-0.211,-0.765,-6.897,93.018,-1.465,-9.040,57.074
0.634,-0.156,-0.877,19.348,112.488,-7.996,-9.199,49.407
0.377,-0.209,-1.085,18.066,129.639,-10.315,-10.090,37.998
-0.021,-0.187,-1.053,30.457,147.888,-11.353,-10.320,25.082
-0.379,0.023,-0.752,-2.258,136.169,-9.888,-7.895,9.138
-0.625,-0.043,-0.529,-0.854,109.375,-14.282,-6.823,-10.652
-0.880,-0.092,-0.446,1.709,80.261,-3.296,-5.082,-34.268
-0.896,0.128,-0.092,-23.621,37.964,-11.230,0.261,-56.801
-0.961,0.008,-0.185,-18.005,0.183,0.732,0.014,-69.572
-0.964,-0.003,-0.189,8.789,1.892,-0.793,0.609,-76.142
-0.973,-0.014,-0.219,-6.287,0.977,4.517,1.766,-79.610
-0.912,0.017,-0.172,10.376,3.052,1.526,0.126,-78.630
-0.978,-0.036,-0.206,-1.465,1.404,3.906,-0.519,-78.371
-1.006,-0.042,-0.197,0.732,-2.014,2.991,-1.073,-78.345
-0.956,-0.001,-0.184,-1.587,0.671,0.916,-0.891,-78.816
-0.967,-0.044,-0.195,1.709,-1.648,2.136,-1.762,-78.558
-0.945,0.056,-0.155,2.747,-2.808,3.967,-0.445,-79.308
-0.917,-0.059,-0.149,2.136,-32.471,14.771,-0.715,-79.749
-0.795,-0.018,-0.213,-37.781,-78.796,22.888,-1.011,-78.840
-0.674,-0.284,-0.589,-3.235,-102.112,37.903,-4.970,-70.986
-0.391,-0.193,-0.734,-22.034,-125.488,51.758,-9.691,-57.426
-0.040,-0.355,-0.946,-12.573,-114.624,44.922,-15.226,-35.911
0.227,-0.278,-0.875,-8.911,-97.412,38.574,-18.795,-14.768
0.476,-0.546,-0.922,2.502,-85.510,27.893,-21.484,4.146
0.656,-0.395,-0.804,23.010,-75.867,22.888,-22.589,18.767
0.791,-0.239,-0.600,13.977,-62.500,15.320,-20.717,31.432
0.851,-0.236,-0.521,1.160,-41.565,11.963,-19.605,41.106
0.941,-0.275,-0.455,-1.953,-43.030,10.925,-15.895,50.805
0.927,-0.162,-0.444,2.380,-8.362,3.784,-12.684,57.727
0.951,-0.230,-0.318,5.859,2.563,0.854,-12.532,61.905
0.943,-0.225,-0.354,6.714,-2.747,-0.244,-12.334,64.344
0.934,-0.184,-0.333,14.160,-0.183,-1.465,-11.256,66.204
0.927,-0.186,-0.342,5.615,-1.221,-0.061,-11.694,67.173

0.910,-0.158,-0.390,16.479,-4.333,1.709,-10.732,66.602
0.910,-0.190,-0.399,6.836,2.747,1.770,-10.280,66.100
0.930,-0.160,-0.410,-1.221,8.057,1.648,-9.881,65.301
0.974,-0.128,-0.380,8.301,2.380,0.977,-8.936,65.428
0.900,-0.208,-0.524,-3.052,18.372,2.136,-9.520,63.570
0.863,-0.168,-0.557,-15.564,43.274,-0.183,-9.171,61.558
0.794,-0.181,-0.698,7.019,64.392,-3.479,-9.404,57.313
0.651,-0.199,-0.911,14.099,92.957,-5.859,-10.249,48.939
0.449,-0.153,-1.003,-2.014,119.385,-9.155,-9.494,40.342
0.122,-0.228,-1.087,12.024,141.296,-10.315,-10.254,28.094
-0.626,-0.162,-0.614,20.508,102.173,-11.108,-11.468,9.176
-0.866,-0.246,-0.220,-20.569,63.171,0.610,-14.451,-16.908
-1.000,-0.152,-0.196,-23.499,-1.953,-2.380,-13.932,-46.356
-0.954,0.033,-0.165,6.592,-4.150,1.404,-8.222,-69.236
-0.974,-0.065,-0.207,-4.089,-1.526,5.249,-6.334,-76.683
-0.982,0.007,-0.187,5.371,-0.671,0.549,-2.549,-78.777
-0.967,-0.001,-0.173,-3.296,-1.160,1.709,-0.390,-79.291
-0.953,-0.026,-0.177,7.263,1.465,1.221,-1.256,-79.045
-0.960,0.061,-0.170,-5.249,-0.183,0.549,0.583,-79.588
-0.954,-0.048,-0.199,-0.244,0.854,1.282,-0.222,-79.357
-0.966,0.061,-0.148,3.723,-3.479,1.526,0.695,-79.701
-0.911,-0.101,-0.120,-14.526,-43.762,15.259,-0.408,-80.453
-0.759,0.134,-0.305,3.113,-83.252,11.597,0.705,-77.851
-0.591,-0.189,-0.613,-18.433,-122.498,31.738,-1.594,-69.778
-0.221,-0.350,-0.957,-29.602,-123.108,41.870,-9.039,-50.341
0.009,-0.413,-1.111,15.015,-121.033,34.485,-13.655,-26.776
0.346,-0.261,-0.920,-21.423,-104.675,24.109,-18.480,-6.851
0.578,-0.393,-0.959,0.183,-91.187,18.372,-19.458,9.642
0.722,-0.209,-0.711,14.465,-78.491,15.381,-17.470,22.915
0.886,-0.227,-0.562,7.629,-68.054,14.832,-15.084,37.201
0.926,-0.161,-0.453,7.507,-61.462,8.240,-13.539,47.394
0.909,-0.072,-0.454,-0.549,-13.184,3.113,-9.310,56.473
0.971,-0.175,-0.292,-14.832,10.193,-0.427,-8.814,63.111
0.960,-0.160,-0.317,9.399,1.343,-0.916,-7.962,66.738
0.949,-0.134,-0.325,2.197,-2.319,-0.610,-7.631,68.543
0.964,-0.169,-0.306,4.211,1.465,0.671,-8.969,70.075
0.934,-0.150,-0.346,6.836,-3.174,0.854,-8.659,69.400

0.949,-0.121,-0.370,10.742,-6.897,0.732,-8.099,68.917
0.927,-0.148,-0.355,7.019,4.333,0.183,-8.318,68.369
0.924,-0.147,-0.425,15.015,10.498,0.549,-8.005,66.815
0.912,-0.224,-0.543,-10.071,30.640,4.517,-8.921,64.006
0.846,-0.138,-0.631,-15.686,65.430,-0.305,-9.094,60.261
0.769,-0.183,-0.780,-7.812,93.872,-4.944,-9.377,54.320
